episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
3901, 2354.6706364154816, 1, 1.302186382000059, 30, 1657588,                                                 1000000, 18.672414779663086, 210.19725036621094
3902, 2332.5656085014343, 1, 5.113279782999939, 126, 1657714,                                                 1000000, 16.96973419189453, 205.10000610351562
3903, 1420.8159351050854, 1, 16.748596234000047, 434, 1658148,                                                 1000000, 15.513158798217773, 205.3589630126953
3904, 1152.8505513966084, 1, 20.377751885000066, 536, 1658684,                                                 1000000, 15.48307991027832, 207.4560546875
3905, 2056.7183308899403, 1, 10.930595294, 283, 1658967,                                                 1000000, 15.239635467529297, 206.443115234375
3906, -2878.153163909912, 2, 7.920751880000012, 202, 1659169,                                                 1000000, 15.803389549255371, 208.66357421875
3907, 610.769432246685, 1, 15.36142224699995, 410, 1659579,                                                 1000000, 15.9804105758667, 207.26846313476562
3908, -6468.889509618282, 2, 26.366694910999968, 693, 1660272,                                                 1000000, 15.945501327514648, 209.82046508789062
3909, 2245.4785783290863, 1, 6.54512088499996, 170, 1660442,                                                 1000000, 15.378193855285645, 208.5644989013672
3910, -295.05196560919285, 1, 22.559162189000062, 589, 1661031,                                                 1000000, 15.795815467834473, 205.32864379882812
3911, 1614.0082648992538, 1, 16.149753239000006, 422, 1661453,                                                 1000000, 15.870591163635254, 208.30677795410156
3912, 777.4451086372137, 1, 13.760155495000049, 362, 1661815,                                                 1000000, 15.80126667022705, 206.83494567871094
3913, 434.88161177933216, 1, 17.946699427999988, 473, 1662288,                                                 1000000, 15.349970817565918, 206.51339721679688
3914, 2136.2203135192394, 1, 8.741146620999984, 228, 1662516,                                                 1000000, 15.517619132995605, 211.1029815673828
3915, 1805.515138566494, 1, 18.153345907000016, 467, 1662983,                                                 1000000, 16.546567916870117, 208.21336364746094
3916, -3475.759958744049, 3, 9.730875122000043, 250, 1663233,                                                 1000000, 16.32719612121582, 208.758544921875
3917, -6331.796959877014, 2, 27.19985608500008, 707, 1663940,                                                 1000000, 15.54161262512207, 206.7234649658203
3918, 2199.173148006201, 1, 9.349882667999964, 247, 1664187,                                                 1000000, 15.485061645507812, 207.65203857421875
3919, -3482.8664957880974, 3, 7.31588624699998, 188, 1664375,                                                 1000000, 16.767620086669922, 205.52085876464844
3920, -1901.934152752161, 1, 34.83037475299989, 918, 1665293,                                                 1000000, 15.79639720916748, 205.9323272705078
3921, -2546.8776683807373, 2, 2.5086594140000216, 59, 1665352,                                                 1000000, 15.969991683959961, 214.75762939453125
3922, 1921.9029158055782, 1, 11.937576042000046, 303, 1665655,                                                 1000000, 16.10141372680664, 204.72866821289062
3923, -4495.637832522392, 3, 15.145245978000048, 395, 1666050,                                                 1000000, 16.241535186767578, 205.20347595214844
3924, -2842.968083500862, 2, 8.523691052999993, 218, 1666268,                                                 1000000, 16.592973709106445, 206.83338928222656
3925, -4488.933264315128, 4, 50.657240958999864, 1368, 1667636,                                                 1000000, 15.674997329711914, 204.61929321289062
3926, 1796.0033042430878, 1, 15.533960195999953, 406, 1668042,                                                 1000000, 16.250791549682617, 206.3836212158203
3927, 1623.084455370903, 1, 20.187262761000056, 540, 1668582,                                                 1000000, 15.37714672088623, 204.41671752929688
3928, 324.63276624679565, 1, 29.971821220000038, 795, 1669377,                                                 1000000, 15.377156257629395, 205.85208129882812
3929, -5638.936733067036, 4, 50.24343540099994, 1326, 1670703,                                                 1000000, 15.689407348632812, 205.9681396484375
3930, 2219.8074313551188, 1, 6.335443933000079, 168, 1670871,                                                 1000000, 15.963435173034668, 207.1464385986328
3931, 2230.503378123045, 1, 8.719458093999947, 225, 1671096,                                                 1000000, 15.555410385131836, 202.47640991210938
3932, 450.30972158908844, 1, 22.956930902000067, 617, 1671713,                                                 1000000, 15.154829978942871, 203.8067169189453
3933, 1608.6454128921032, 1, 15.14217874100018, 399, 1672112,                                                 1000000, 15.44256591796875, 207.6203155517578
3934, 1629.562887713313, 1, 18.56350749399985, 498, 1672610,                                                 1000000, 16.04132080078125, 206.50689697265625
3935, -845.299729257822, 1, 19.543825975000118, 515, 1673125,                                                 1000000, 15.58374309539795, 205.91587829589844
3936, 1219.6662412881851, 1, 18.766458521999994, 503, 1673628,                                                 1000000, 15.338930130004883, 204.7911376953125
3937, -537.7166676521301, 1, 25.162314041999934, 668, 1674296,                                                 1000000, 15.651495933532715, 204.71900939941406
3938, 1464.1816545575857, 1, 20.170510751000165, 539, 1674835,                                                 1000000, 15.546931266784668, 205.87930297851562
3939, -6363.952902793884, 2, 21.356087631000037, 565, 1675400,                                                 1000000, 15.51297664642334, 202.831787109375
3940, 979.9767533689737, 1, 21.15648494600009, 559, 1675959,                                                 1000000, 15.365571975708008, 205.64585876464844
3941, 1406.6527042090893, 1, 21.580011383000056, 579, 1676538,                                                 1000000, 15.82094669342041, 202.5790557861328
3942, -4705.85139799118, 3, 22.960663162999936, 607, 1677145,                                                 1000000, 15.704148292541504, 206.26646423339844
3943, 1730.2779558897018, 1, 16.3429529, 431, 1677576,                                                 1000000, 14.92290210723877, 205.6935577392578
3944, -3049.116985797882, 3, 11.1511910239999, 295, 1677871,                                                 1000000, 15.712143898010254, 203.39297485351562
3945, 2069.0623946785927, 1, 7.9166693469999245, 204, 1678075,                                                 1000000, 16.261764526367188, 203.17234802246094
3946, 1508.5384182333946, 1, 16.143363136000062, 417, 1678492,                                                 1000000, 15.426522254943848, 205.47024536132812
3947, 1481.2340872883797, 1, 15.742215042999987, 416, 1678908,                                                 1000000, 15.735076904296875, 205.755126953125
3948, -1431.1514831483364, 1, 38.01408273600009, 1011, 1679919,                                                 1000000, 15.691898345947266, 203.3258514404297
3949, 427.8465613722801, 1, 24.157622238000158, 633, 1680552,                                                 1000000, 15.770770072937012, 205.33351135253906
3950, -2723.4149037003517, 2, 5.919098147000113, 153, 1680705,                                                 1000000, 15.945741653442383, 202.47547912597656
3951, -2664.8492748737335, 2, 8.35142200700011, 221, 1680926,                                                 1000000, 15.44240665435791, 204.32229614257812
3952, -3262.5006786882877, 1, 44.22090325399995, 1175, 1682101,                                                 1000000, 15.79231071472168, 204.34039306640625
3953, -6157.198314905167, 2, 23.962716927999963, 637, 1682738,                                                 1000000, 14.962411880493164, 203.7045440673828
3954, 2168.387480735779, 1, 8.322036855000079, 211, 1682949,                                                 1000000, 15.400918960571289, 202.73629760742188
3955, 1099.683360695839, 1, 21.550740559000133, 563, 1683512,                                                 1000000, 15.009176254272461, 202.1753387451172
3956, 1016.381580144167, 1, 15.74261847699995, 410, 1683922,                                                 1000000, 15.827627182006836, 203.7238311767578
3957, -3203.9868799448013, 2, 20.57985468999982, 537, 1684459,                                                 1000000, 15.924036979675293, 202.3630828857422
3958, 1672.8500758111477, 1, 10.728526573999943, 281, 1684740,                                                 1000000, 14.649707794189453, 203.33726501464844
3959, 1252.951732993126, 1, 16.359700875000044, 428, 1685168,                                                 1000000, 15.525405883789062, 203.217529296875
3960, -2619.8954904079437, 2, 3.109037513999965, 75, 1685243,                                                 1000000, 15.521106719970703, 205.55130004882812
3961, 2252.8374684154987, 1, 10.330774835000057, 258, 1685501,                                                 1000000, 14.850506782531738, 201.7913360595703
3962, -2713.0976548194885, 2, 1.9307878949998667, 51, 1685552,                                                 1000000, 13.002877235412598, 199.01406860351562
3963, 2125.5218776464462, 1, 11.12316270600013, 289, 1685841,                                                 1000000, 15.989908218383789, 200.16920471191406
3964, 1711.6569299697876, 1, 20.576005124999938, 541, 1686382,                                                 1000000, 15.06929874420166, 202.4970245361328
3965, -4528.839018136263, 3, 20.357233003000147, 536, 1686918,                                                 1000000, 15.445160865783691, 204.62416076660156
3966, 2406.5779108703136, 1, 4.515739105000193, 111, 1687029,                                                 1000000, 14.667704582214355, 212.67184448242188
3967, -199.105777323246, 1, 23.565770736000104, 620, 1687649,                                                 1000000, 16.17701530456543, 201.47593688964844
3968, -5104.761250138283, 3, 12.752402033999942, 336, 1687985,                                                 1000000, 15.12122631072998, 201.24778747558594
3969, 2103.9479828476906, 1, 10.728290803999926, 277, 1688262,                                                 1000000, 15.692171096801758, 203.78594970703125
3970, 108.47579979896545, 1, 15.35769296500007, 407, 1688669,                                                 1000000, 15.572266578674316, 202.96327209472656
3971, 1640.6371067166328, 1, 21.960462874000086, 582, 1689251,                                                 1000000, 16.03866958618164, 201.9988250732422
3972, 2018.1279437541962, 1, 12.353962489999958, 331, 1689582,                                                 1000000, 15.173795700073242, 204.22059631347656
3973, 2042.919268488884, 1, 11.929698903000144, 319, 1689901,                                                 1000000, 14.551183700561523, 202.19281005859375
3974, 1105.8059521913528, 1, 20.95242207000001, 555, 1690456,                                                 1000000, 15.210038185119629, 203.65184020996094
3975, 1004.9610683619976, 1, 24.56745134999983, 649, 1691105,                                                 1000000, 15.453690528869629, 200.107177734375
3976, -3170.121855378151, 3, 5.116438942000059, 129, 1691234,                                                 1000000, 14.859593391418457, 198.24447631835938
3977, 2233.718211442232, 1, 6.3191135940001, 161, 1691395,                                                 1000000, 15.502447128295898, 200.32730102539062
3978, 665.6203522384167, 1, 16.143327892999878, 426, 1691821,                                                 1000000, 15.91777515411377, 203.16851806640625
3979, 1946.5549650937319, 1, 14.760155736999877, 396, 1692217,                                                 1000000, 15.58615493774414, 201.736572265625
3980, 1307.9896690249443, 1, 18.549765576000027, 493, 1692710,                                                 1000000, 15.780471801757812, 205.1117401123047
3981, 2128.1890848875046, 1, 8.923264047999965, 228, 1692938,                                                 1000000, 15.6849365234375, 199.47323608398438
3982, 2169.7077043652534, 1, 9.525332982999771, 249, 1693187,                                                 1000000, 16.206655502319336, 203.8275146484375
3983, -3521.4429089426994, 2, 16.148248559999956, 426, 1693613,                                                 1000000, 16.09419059753418, 203.7657012939453
3984, -3625.981593489647, 3, 11.335374225000123, 290, 1693903,                                                 1000000, 16.05911636352539, 202.39483642578125
3985, 2059.4199123829603, 1, 12.537388143000044, 324, 1694227,                                                 1000000, 15.649331092834473, 199.7315673828125
3986, -4071.131752550602, 2, 20.57142179199991, 548, 1694775,                                                 1000000, 15.614013671875, 203.08279418945312
3987, 2287.3511506319046, 1, 8.12482587300019, 210, 1694985,                                                 1000000, 15.15023136138916, 197.8191375732422
3988, -4213.414088010788, 3, 9.749594189000163, 264, 1695249,                                                 1000000, 15.483049392700195, 200.7863006591797
3989, 2198.8270272016525, 1, 5.9155257880001955, 150, 1695399,                                                 1000000, 16.532583236694336, 197.3564453125
3990, 1900.2113606333733, 1, 16.345427368999935, 426, 1695825,                                                 1000000, 15.726170539855957, 200.0279541015625
3991, -2915.7409411370754, 1, 22.157875813999908, 584, 1696409,                                                 1000000, 16.00763702392578, 202.23611450195312
3992, 1896.8948476314545, 1, 15.142194914999891, 396, 1696805,                                                 1000000, 16.113758087158203, 203.65113830566406
