episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
5901, -3.917527675628662, 4, 0.17472352599997976, 1, 2439291,                                                 1000000, 9.343363761901855, 143.66358947753906
5902, 1322.1846620440483, 1, 16.547561331999987, 373, 2439664,                                                 1000000, 15.176495552062988, 164.50283813476562
5903, -2849.4090161323547, 2, 9.15185897299989, 207, 2439871,                                                 1000000, 15.150166511535645, 165.5367431640625
5904, 2033.1474406123161, 1, 13.741030260000116, 314, 2440185,                                                 1000000, 14.487992286682129, 164.07054138183594
5905, 114.30849415063858, 1, 26.573089450000225, 603, 2440788,                                                 1000000, 15.116578102111816, 164.67771911621094
5906, 712.0432494878769, 1, 20.583708864999608, 470, 2441258,                                                 1000000, 15.380859375, 164.28643798828125
5907, -3023.0263872146606, 2, 3.9130877419997887, 79, 2441337,                                                 1000000, 15.303476333618164, 167.77444458007812
5908, -3391.4238183498383, 3, 12.734778789999837, 286, 2441623,                                                 1000000, 14.327641487121582, 163.3112030029297
5909, 1169.9944453835487, 1, 13.94059950699966, 310, 2441933,                                                 1000000, 15.368515014648438, 165.5406494140625
5910, 1236.7645010948181, 1, 13.940658104999784, 319, 2442252,                                                 1000000, 14.5186185836792, 165.93963623046875
5911, 1584.7732357680798, 1, 13.535222928000167, 302, 2442554,                                                 1000000, 14.719928741455078, 165.4763946533203
5912, -4073.1492278575897, 2, 22.996685786999933, 531, 2443085,                                                 1000000, 14.080755233764648, 165.39353942871094
5913, 2218.9515892267227, 1, 9.523043356000017, 215, 2443300,                                                 1000000, 14.302263259887695, 164.5669708251953
5914, -3725.217673420906, 1, 44.65175199799978, 1019, 2444319,                                                 1000000, 14.488066673278809, 165.44879150390625
5915, -167.28567731380463, 1, 15.540757678999853, 338, 2444657,                                                 1000000, 14.56834888458252, 165.6865692138672
5916, -1025.8193813562393, 1, 28.400920868999947, 649, 2445306,                                                 1000000, 14.221182823181152, 165.4795379638672
5917, -538.0850403010845, 1, 28.577293579999605, 644, 2445950,                                                 1000000, 13.599048614501953, 165.81019592285156
5918, 1058.127375304699, 1, 22.76059633299974, 512, 2446462,                                                 1000000, 14.664167404174805, 166.74368286132812
5919, 2044.0300759077072, 1, 14.13918625999986, 316, 2446778,                                                 1000000, 14.189947128295898, 165.66647338867188
5920, -4772.748194158077, 3, 27.77558811899962, 620, 2447398,                                                 1000000, 14.091009140014648, 165.2277069091797
5921, 2445.5135782957077, 1, 4.318290083000193, 96, 2447494,                                                 1000000, 16.6419734954834, 167.63763427734375
5922, 1762.3084624111652, 1, 8.352791456999967, 192, 2447686,                                                 1000000, 15.067963600158691, 166.71815490722656
5923, 1684.3292861282825, 1, 11.129227403000186, 244, 2447930,                                                 1000000, 14.309894561767578, 167.2476348876953
5924, 279.0715176463127, 1, 17.165448541000387, 400, 2448330,                                                 1000000, 14.569925308227539, 167.26271057128906
5925, 861.51293233037, 1, 16.944508096999925, 371, 2448701,                                                 1000000, 14.680005073547363, 167.61322021484375
5926, 1419.8097594976425, 1, 23.584108323000237, 522, 2449223,                                                 1000000, 14.695684432983398, 166.84938049316406
5927, 1240.1640352606773, 1, 14.937935690999893, 334, 2449557,                                                 1000000, 15.111440658569336, 167.71583557128906
5928, -7076.191904842854, 2, 36.04263081099998, 816, 2450373,                                                 1000000, 14.39697551727295, 166.8636474609375
5929, 1318.8991572856903, 1, 13.563076540999646, 293, 2450666,                                                 1000000, 13.49947738647461, 167.68313598632812
5930, -4303.611367344856, 3, 15.561353223000424, 358, 2451024,                                                 1000000, 14.828048706054688, 167.12014770507812
5931, -2689.0532938838005, 2, 8.326338376999956, 180, 2451204,                                                 1000000, 13.771493911743164, 167.25338745117188
5932, 2092.8534158170223, 1, 11.160111988999688, 250, 2451454,                                                 1000000, 13.274335861206055, 167.13014221191406
5933, 1044.1036124229431, 1, 13.132000466000136, 292, 2451746,                                                 1000000, 14.888385772705078, 167.10690307617188
5934, -5673.205756366253, 3, 19.78289200500012, 447, 2452193,                                                 1000000, 14.643392562866211, 167.0366668701172
5935, 2119.1967611908913, 1, 10.13009415200031, 230, 2452423,                                                 1000000, 15.043375015258789, 167.53146362304688
5936, 1073.1929020881653, 1, 16.366681119000077, 362, 2452785,                                                 1000000, 14.979743957519531, 167.15524291992188
5937, -3052.4360649585724, 2, 3.7108443419997457, 81, 2452866,                                                 1000000, 12.973420143127441, 170.10264587402344
5938, 1963.2846994400024, 1, 13.742110404999949, 314, 2453180,                                                 1000000, 15.640565872192383, 167.78330993652344
5939, -3979.8023332357407, 3, 17.584190501000194, 394, 2453574,                                                 1000000, 15.003644943237305, 167.08035278320312
5940, 2215.8422606289387, 1, 10.53095686000006, 234, 2453808,                                                 1000000, 14.967219352722168, 168.23768615722656
5941, 2164.969018191099, 1, 12.331917125000018, 280, 2454088,                                                 1000000, 15.276853561401367, 166.894287109375
5942, 2194.2620258927345, 1, 11.157831508999607, 252, 2454340,                                                 1000000, 14.383903503417969, 166.64703369140625
5943, 588.0590947568417, 1, 24.81927252000014, 553, 2454893,                                                 1000000, 15.172727584838867, 167.1577606201172
5944, 943.1007459163666, 1, 15.554654116000165, 358, 2455251,                                                 1000000, 13.969700813293457, 167.5480499267578
5945, -4862.388586521149, 3, 11.531965876999948, 254, 2455505,                                                 1000000, 14.372550010681152, 166.73597717285156
5946, 1747.5125633478165, 1, 20.15493430100014, 450, 2455955,                                                 1000000, 14.413897514343262, 165.58319091796875
5947, 1371.929679170251, 1, 19.771489094000117, 446, 2456401,                                                 1000000, 15.19720458984375, 166.41162109375
5948, 587.5022605657578, 1, 21.39283862299999, 465, 2456866,                                                 1000000, 14.164912223815918, 165.8943328857422
5949, 1817.8605325818062, 1, 13.757591889000196, 306, 2457172,                                                 1000000, 13.784125328063965, 167.5550994873047
5950, 2017.3345115482807, 1, 16.341742734000036, 353, 2457525,                                                 1000000, 14.599410057067871, 166.1797332763672
