episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
2801, 2099.197280526161, 1, 6.728761725000027, 148, 1190364,                                                 1000000, 14.866120338439941, 177.9870147705078
2802, -2513.096055150032, 3, 8.746188465999978, 117, 1190481,                                                 1000000, 15.527864456176758, 174.60914611816406
2803, 2416.7915419638157, 1, 4.313700185000016, 109, 1190590,                                                 1000000, 13.529701232910156, 175.6834259033203
2804, -4429.96831536293, 3, 8.522130552000021, 226, 1190816,                                                 1000000, 13.33389663696289, 176.05780029296875
2805, 1893.4050743579865, 1, 12.350198236999972, 335, 1191151,                                                 1000000, 13.874367713928223, 173.73403930664062
2806, -4329.853441059589, 2, 11.934350194999979, 305, 1191456,                                                 1000000, 14.425280570983887, 175.5449676513672
2807, 2091.0750173032284, 1, 10.548212493999984, 289, 1191745,                                                 1000000, 14.947136878967285, 174.91427612304688
2808, 2079.5230576992035, 1, 10.128533844999993, 277, 1192022,                                                 1000000, 13.6231107711792, 175.1106414794922
2809, 1107.9958945065737, 1, 18.149373953999998, 496, 1192518,                                                 1000000, 13.479939460754395, 174.5070343017578
2810, 1930.1883823275566, 1, 10.531813373999967, 286, 1192804,                                                 1000000, 13.397112846374512, 173.9703369140625
2811, -2758.6939727663994, 3, 11.933620679, 328, 1193132,                                                 1000000, 14.980647087097168, 176.16152954101562
2812, -3799.64465290308, 2, 10.748912282999981, 297, 1193429,                                                 1000000, 15.066088676452637, 175.30429077148438
2813, -446.88472567498684, 1, 28.571931210000002, 783, 1194212,                                                 1000000, 14.581215858459473, 176.6490478515625
2814, -114.1801335811615, 1, 23.376445103000037, 650, 1194862,                                                 1000000, 13.618449211120605, 175.29827880859375
2815, -3202.4554443359375, 3, 16.342275421000068, 451, 1195313,                                                 1000000, 14.961612701416016, 175.11239624023438
2816, 2212.139682382345, 1, 10.129773291000106, 271, 1195584,                                                 1000000, 15.276446342468262, 173.84120178222656
2817, -1463.3677710741758, 1, 30.997559317999958, 862, 1196446,                                                 1000000, 14.04963207244873, 173.80612182617188
2818, -525.222387611866, 1, 25.165683295000008, 696, 1197142,                                                 1000000, 14.28518295288086, 174.60867309570312
2819, 592.8631966710091, 1, 20.75259031600001, 569, 1197711,                                                 1000000, 14.652938842773438, 174.97891235351562
2820, 195.5494802594185, 1, 25.376204852, 701, 1198412,                                                 1000000, 14.308542251586914, 174.42970275878906
2821, 744.2838611900806, 1, 15.737407466000036, 431, 1198843,                                                 1000000, 13.803071022033691, 175.1089324951172
2822, 1343.7126210331917, 1, 23.385097646000077, 647, 1199490,                                                 1000000, 14.207402229309082, 173.50494384765625
2823, 1918.039038091898, 1, 14.13915181599998, 383, 1199873,                                                 1000000, 13.948836326599121, 175.779052734375
2824, 1480.174889355898, 1, 10.529573617999972, 283, 1200156,                                                 1000000, 13.900188446044922, 174.80838012695312
2825, 361.80603018403053, 1, 14.75212388400007, 408, 1200564,                                                 1000000, 14.955485343933105, 174.833251953125
2826, -2999.122324168682, 2, 7.722556357999906, 209, 1200773,                                                 1000000, 15.160478591918945, 173.3482208251953
2827, -1443.9668973386288, 1, 24.186018324999964, 665, 1201438,                                                 1000000, 14.381338119506836, 173.2579345703125
2828, 1175.0863464921713, 1, 20.35324200699995, 564, 1202002,                                                 1000000, 14.06826400756836, 174.1460723876953
2829, 1352.5399219095707, 1, 20.5713390520001, 567, 1202569,                                                 1000000, 13.475890159606934, 173.3308563232422
2830, 693.6619772315025, 1, 18.949192573999994, 524, 1203093,                                                 1000000, 14.369948387145996, 173.8620147705078
2831, 1424.960677176714, 1, 21.958427013999994, 605, 1203698,                                                 1000000, 14.591104507446289, 174.08474731445312
2832, -2939.0572131872177, 2, 5.94128764200002, 162, 1203860,                                                 1000000, 14.484081268310547, 176.5665740966797
2833, 1368.3109673261642, 1, 11.530218115000025, 315, 1204175,                                                 1000000, 13.931273460388184, 174.36679077148438
2834, 610.2725847959518, 1, 20.569292632999918, 579, 1204754,                                                 1000000, 14.163382530212402, 175.8971405029297
2835, 311.84781962633133, 1, 26.364991549000024, 728, 1205482,                                                 1000000, 14.125041961669922, 174.31092834472656
2836, -2700.340299129486, 3, 1.5044891449999795, 32, 1205514,                                                 1000000, 16.774137496948242, 178.39222717285156
2837, 2175.614219725132, 1, 9.743868700000007, 269, 1205783,                                                 1000000, 14.611957550048828, 174.303466796875
2838, -3001.558601140976, 3, 8.926031000999956, 242, 1206025,                                                 1000000, 14.224528312683105, 176.10873413085938
2839, 141.6918354332447, 1, 26.98800015500001, 750, 1206775,                                                 1000000, 14.287471771240234, 175.73167419433594
2840, -112.37684036791325, 1, 25.566036110000027, 710, 1207485,                                                 1000000, 13.958988189697266, 173.8544464111328
2841, -4455.293946385384, 3, 25.988475554000047, 724, 1208209,                                                 1000000, 14.028871536254883, 174.37957763671875
2842, 2120.995835542679, 1, 10.130176140999993, 280, 1208489,                                                 1000000, 14.786248207092285, 174.58273315429688
2843, 1729.5571557879448, 1, 15.139869154000053, 412, 1208901,                                                 1000000, 14.652623176574707, 174.3010711669922
2844, 2121.096540465951, 1, 12.932584661000192, 355, 1209256,                                                 1000000, 13.90941047668457, 172.6663360595703
2845, 2156.851886063814, 1, 9.341781760999993, 256, 1209512,                                                 1000000, 13.109928131103516, 172.68572998046875
2846, 1918.0882367640734, 1, 12.936730090000083, 353, 1209865,                                                 1000000, 13.553897857666016, 175.07257080078125
2847, -3549.9204924702644, 3, 11.147886470000003, 305, 1210170,                                                 1000000, 13.225788116455078, 173.49700927734375
2848, -2576.076992377639, 1, 26.971875444000034, 743, 1210913,                                                 1000000, 14.123856544494629, 175.21034240722656
2849, 77.93488729000092, 1, 29.97991772399996, 832, 1211745,                                                 1000000, 13.481877326965332, 173.06259155273438
2850, -6547.38674223423, 5, 20.552907199999936, 561, 1212306,                                                 1000000, 13.590054512023926, 173.75970458984375
2851, -13266.919151306152, 5, 20.983202394000045, 592, 1212898,                                                 1000000, 13.764248847961426, 175.02859497070312
2852, -5915.380174636841, 5, 9.754756566999959, 261, 1213159,                                                 1000000, 14.10544490814209, 175.14279174804688
2853, -32628.995500564575, 4, 50.034023486000024, 1379, 1214538,                                                 1000000, 14.575953483581543, 174.29954528808594
2854, -21590.442901611328, 5, 32.602527649999956, 902, 1215440,                                                 1000000, 13.97093677520752, 173.6605987548828
2855, -17974.19898223877, 5, 26.566345430000183, 738, 1216178,                                                 1000000, 14.05226993560791, 174.73672485351562
2856, -33836.04518508911, 4, 50.03505171400002, 1391, 1217569,                                                 1000000, 14.470108985900879, 174.83563232421875
2857, -16106.914903640747, 5, 23.766882497000097, 649, 1218218,                                                 1000000, 14.533970832824707, 177.38790893554688
2858, -21015.545013427734, 5, 29.979207668000072, 828, 1219046,                                                 1000000, 14.090291023254395, 177.2897186279297
2859, -8031.680107116699, 5, 12.531159567000032, 335, 1219381,                                                 1000000, 14.173149108886719, 177.45816040039062
2860, -7899.58339881897, 5, 12.32951268099987, 336, 1219717,                                                 1000000, 15.585505485534668, 178.31785583496094
2861, -14251.239206314087, 5, 21.15303701100015, 591, 1220308,                                                 1000000, 14.162971496582031, 178.40721130371094
2862, -19551.843730926514, 5, 30.77592869199998, 852, 1221160,                                                 1000000, 14.842698097229004, 178.6382293701172
2863, -3932.8141803741455, 5, 6.117732336000017, 163, 1221323,                                                 1000000, 14.180319786071777, 179.07781982421875
2864, -9735.987482070923, 5, 15.961023607000016, 443, 1221766,                                                 1000000, 13.875246047973633, 181.02426147460938
2865, -4998.842233657837, 5, 7.722396761000027, 208, 1221974,                                                 1000000, 14.067378044128418, 178.95379638671875
2866, -6752.400510787964, 5, 10.727898998, 291, 1222265,                                                 1000000, 14.024192810058594, 180.541259765625
2867, -4484.19836807251, 5, 6.942372356000078, 193, 1222458,                                                 1000000, 15.301137924194336, 181.32066345214844
2868, -20382.828186035156, 5, 29.169930266999927, 806, 1223264,                                                 1000000, 14.326910018920898, 182.1846160888672
2869, -8182.88335609436, 5, 13.136829364999812, 351, 1223615,                                                 1000000, 15.179845809936523, 184.12351989746094
2870, -11984.275285720825, 5, 18.562315809999973, 520, 1224135,                                                 1000000, 14.747611045837402, 182.8105926513672
2871, -13737.97975730896, 5, 21.17814539699998, 583, 1224718,                                                 1000000, 14.635974884033203, 185.21893310546875
2872, -8184.691553115845, 5, 12.93616803299983, 354, 1225072,                                                 1000000, 15.505080223083496, 185.0503387451172
2873, -11265.347595214844, 5, 18.950360288999946, 514, 1225586,                                                 1000000, 15.346915245056152, 185.93504333496094
2874, -1688.552152633667, 1, 7.12250360500002, 191, 1225777,                                                 1000000, 14.840269088745117, 185.301513671875
2875, -6099.735282897949, 5, 9.728286927999989, 269, 1226046,                                                 1000000, 15.804052352905273, 185.32431030273438
2876, -20233.283868789673, 5, 32.37858900800006, 883, 1226929,                                                 1000000, 14.921930313110352, 186.50254821777344
2877, -5246.810035705566, 5, 8.522581702000025, 230, 1227159,                                                 1000000, 14.406542778015137, 186.16297912597656
2878, -5342.9372215271, 5, 8.725799241999994, 239, 1227398,                                                 1000000, 13.614639282226562, 189.5207061767578
2879, -12824.102628707886, 5, 20.349799995000012, 549, 1227947,                                                 1000000, 14.295459747314453, 188.31663513183594
2880, -5381.255361557007, 1, 13.335579546999952, 363, 1228310,                                                 1000000, 15.88015365600586, 189.5655975341797
2881, -1683.8844013214111, 5, 2.911794853999936, 72, 1228382,                                                 1000000, 13.776342391967773, 189.8183135986328
2882, -6085.567600250244, 5, 9.73159975700014, 260, 1228642,                                                 1000000, 14.912544250488281, 191.0762939453125
2883, -8310.17963218689, 5, 12.938534503000028, 353, 1228995,                                                 1000000, 13.86989974975586, 192.1621856689453
2884, -11627.243474960327, 5, 18.153517629000135, 496, 1229491,                                                 1000000, 15.411888122558594, 190.47793579101562
2885, -7818.319612503052, 5, 12.533738837999863, 346, 1229837,                                                 1000000, 14.880454063415527, 191.1650848388672
2886, -9186.818092346191, 5, 14.739681568999913, 398, 1230235,                                                 1000000, 15.216971397399902, 193.1161651611328
2887, -8421.209718704224, 5, 13.939144891000069, 377, 1230612,                                                 1000000, 14.898748397827148, 192.60829162597656
2888, -13839.60615158081, 1, 26.365447127000152, 723, 1231335,                                                 1000000, 14.712857246398926, 194.30995178222656
2889, -5738.660404205322, 5, 9.527697924999984, 256, 1231591,                                                 1000000, 14.916301727294922, 193.66757202148438
2890, -105.80052185058594, 1, 4.714537177000011, 122, 1231713,                                                 1000000, 14.86085319519043, 195.97596740722656
2891, -9041.100255966187, 5, 15.341773360999923, 415, 1232128,                                                 1000000, 15.220211029052734, 195.05538940429688
2892, -10508.113883972168, 5, 16.94420598900001, 469, 1232597,                                                 1000000, 14.321122169494629, 195.57569885253906
2893, -2773.36114692688, 1, 9.125515554999993, 246, 1232843,                                                 1000000, 15.059228897094727, 196.59716796875
2894, -5758.824705123901, 5, 9.72393613500003, 259, 1233102,                                                 1000000, 15.790426254272461, 197.73040771484375
2895, -8323.14949798584, 5, 12.93326370900013, 355, 1233457,                                                 1000000, 15.840621948242188, 199.17425537109375
